NI RH RM RS V DG DM DS
4778 12 53 6 - 9 12 14
4779 12 53 51 + 9 42 33
4780 12 54 5 - 8 37 15
4780 12 54 3 - 8 39 12
4781 12 54 24 - 10 32 10
4782 12 54 36 - 12 34 9
4783 12 54 36 - 12 33 29
4784 12 54 37 - 10 36 46
4785 12 53 27 - 48 44 59
4786 12 54 32 - 6 51 33
4787 12 54 6 + 27 4 6
4788 12 54 16 + 27 18 11
4789 12 54 19 + 27 4 4
4789 12 54 6 + 27 8 50
4790 12 54 52 - 10 14 52
4791 12 54 44 + 8 3 13
4792 12 55 4 - 12 29 48
4793 12 54 41 + 28 56 17
4794 12 55 10 - 12 36 33
4795 12 55 3 + 8 3 58
4796 12 55 5 + 8 4 1
4797 12 54 55 + 27 24 46
4798 12 54 55 + 27 24 46
4799 12 55 15 + 2 53 48
4800 12 54 38 + 46 31 53
4801 12 54 38 + 53 5 26
4802 12 55 50 - 12 3 17
4803 12 55 34 + 8 14 24
4804 12 55 50 - 12 3 17
4805 12 55 24 + 27 58 49
4806 12 56 12 - 29 30 10
4807 12 55 29 + 27 31 16
4807 12 55 31 + 27 32 38
4808 12 55 49 + 4 18 13
4809 12 54 51 + 2 39 10
4810 12 54 51 + 2 38 27
4811 12 56 52 - 41 47 51
4812 12 56 53 - 41 48 49
4813 12 56 36 - 6 49 5
4814 12 55 22 + 58 20 40
4815 12 57 58 - 64 57 42
4816 12 56 12 + 27 44 43
4817 12 56 30 + 27 56 25
4818 12 56 49 - 8 31 30
4819 12 56 28 + 26 59 13
4820 12 57 1 - 13 43 8
4821 12 56 29 + 26 57 25
4822 12 57 4 - 10 45 44
4823 12 57 26 - 13 41 54
4824 12 56 36 + 27 26 1
4825 12 57 12 - 13 39 52
4826 12 56 44 + 21 40 59
4827 12 56 44 + 27 10 43
4828 12 56 43 + 28 1 15
4829 12 57 25 - 13 44 14
4830 12 57 28 - 19 41 28
4831 12 57 37 - 27 17 31
4832 12 57 47 - 39 45 43
4833 12 59 35 - 70 52 27
4834 12 56 25 + 52 17 45
4835 12 58 8 - 46 15 54
4835 12 57 13 - 46 22 38
4836 12 57 34 - 12 44 37
4837 12 56 48 + 48 17 46
4837 12 56 50 + 48 18 0
4838 12 57 56 - 13 3 37
4839 12 57 24 + 27 29 51
4840 12 57 33 + 27 36 38
4841 12 57 32 + 28 28 35
4841 12 57 34 + 28 28 56
4842 12 57 36 + 27 29 35
4842 12 57 36 + 27 29 4
4843 12 58 1 - 3 37 17
4844 12 58 8 - 13 4 46
4845 12 58 1 + 1 34 32
4846 12 57 48 + 36 22 12
4847 12 58 29 - 13 8 28
4848 12 58 6 + 28 14 33
4849 12 58 13 + 26 23 47
4849 12 58 14 + 26 25 34
4850 12 58 22 + 27 58 6
4851 12 58 22 + 28 8 52
4851 12 58 22 + 28 9 7
4852 13 0 9 - 59 36 48
4853 12 58 35 + 27 35 45
4854 12 58 48 + 27 40 27
4855 12 59 18 - 13 13 50
4856 12 59 21 - 15 2 32
4857 12 57 18 + 70 12 11
4858 12 59 2 + 28 6 55
4859 12 59 2 + 26 48 56
4860 12 59 4 + 28 7 24
4861 12 59 2 + 34 51 43
4862 12 59 31 - 14 7 55
4863 12 59 43 - 14 1 46
4864 12 59 13 + 27 58 35
4865 12 59 20 + 28 5 3
4866 12 59 27 + 14 10 17
4867 12 59 16 + 27 58 14
4868 12 59 9 + 37 18 34
4869 12 59 24 + 27 54 41
4870 12 59 18 + 37 2 54
4871 12 59 30 + 27 57 23
4872 12 59 36 + 27 57 34
4873 12 59 33 + 27 59 0
4874 12 59 34 + 27 56 48
4875 12 59 38 + 27 54 27
4876 12 59 45 + 27 54 44
4877 13 0 26 - 15 16 58
4878 13 0 20 - 6 6 14
4879 13 0 26 - 6 6 40
4880 13 0 11 + 12 29 0
4881 12 59 58 + 28 14 47
4882 13 0 5 + 27 59 11
4883 12 59 56 + 28 2 3
4884 13 0 8 + 27 58 35
4885 13 0 34 - 6 51 11
4886 13 0 5 + 27 59 11
4887 13 0 39 - 14 40 0
4888 13 0 36 - 6 4 32
4889 13 0 8 + 27 58 35
4890 13 0 39 - 4 36 14
4891 13 0 47 - 13 25 35
4892 13 0 4 + 26 53 53
4893 12 59 60 + 37 11 14
4893 12 59 60 + 37 11 38
4894 13 0 17 + 27 58 1
4895 13 0 18 + 28 12 6
4895 13 0 9 + 28 10 12
4896 13 0 31 + 28 20 47
4897 13 0 53 - 13 26 56
4898 13 0 18 + 27 57 18
4898 13 0 18 + 27 57 20
4899 13 0 57 - 13 56 43
4900 13 0 39 + 2 30 4
4901 12 59 56 + 47 12 22
4902 13 0 60 - 14 30 50
4903 13 1 23 - 30 56 6
4904 13 0 59 - 0 1 37
4905 13 1 31 - 30 52 3
4906 13 0 40 + 27 55 26
4907 13 0 49 + 28 9 25
4908 13 0 54 + 28 0 25
4909 13 2 2 - 42 46 18
4910 13 1 21 + 1 37 33
4911 13 0 56 + 27 47 25
4911 13 0 54 + 27 47 4
4912 13 0 46 + 37 22 42
4913 13 0 47 + 37 20 40
4914 13 0 43 + 37 18 53
4915 13 1 28 - 4 32 46
4916 13 0 55 + 37 21 40
4917 13 0 56 + 47 13 21
4918 13 1 51 - 4 30 2
4919 13 1 18 + 27 48 31
4920 13 2 4 - 11 22 42
4921 13 1 26 + 27 53 8
4922 13 1 25 + 29 18 47
4922 13 1 25 + 29 18 28
4923 13 1 32 + 27 50 49
4924 13 2 13 - 14 58 9
4925 13 2 7 - 7 42 38
4926 13 1 54 + 27 37 28
4926 13 2 8 + 27 38 53
4926 13 2 1 + 27 39 13
4927 13 1 58 + 28 0 22
4928 13 3 1 - 8 5 5
4929 13 2 45 + 28 2 43
4930 13 4 5 - 41 24 41
4931 13 3 1 + 28 1 55
4932 13 2 38 + 50 26 21
4933 13 3 57 - 11 29 51
4933 13 3 57 - 11 29 51
4933 13 3 55 - 11 30 18
4933 13 4 1 - 11 29 27
4934 13 3 16 + 28 1 48
4935 13 3 21 + 14 22 41
4936 13 4 17 - 30 31 36
4937 13 4 52 - 47 13 8
4938 13 2 57 + 51 19 9
4939 13 4 14 - 10 20 24
4940 13 5 0 - 47 14 13
4941 13 4 13 - 5 33 5
4942 13 4 19 - 7 38 56
4943 13 3 45 + 28 5 1
4944 13 3 50 + 28 11 7
4945 13 5 26 - 49 27 46
4945 13 6 34 - 49 41 30
4946 13 5 29 - 43 35 30
4947 13 5 20 - 35 20 13
4947 13 4 21 - 35 13 42
4948 13 4 56 - 7 56 47
4948 13 5 6 - 8 9 38
4949 13 4 18 + 29 1 45
4950 13 5 36 - 43 30 1
4951 13 5 8 - 6 29 39
4952 13 4 59 + 29 7 21
4953 13 6 10 - 37 35 10
4953 13 6 8 - 37 35 49
4954 13 2 19 + 75 24 17
4955 13 6 5 - 29 45 16
4956 13 5 1 + 35 10 40
4957 13 5 13 + 27 34 10
4958 13 5 49 - 8 1 12
4959 13 5 41 + 33 10 46
4960 13 5 48 + 27 44 3
4961 13 5 48 + 27 44 3
4962 13 4 59 + 29 7 21
4963 13 5 52 + 41 43 17
4964 13 5 25 + 56 19 23
4965 13 7 9 - 28 13 42
4966 13 6 17 + 29 3 46
4967 13 5 36 + 53 33 52
4968 13 7 6 - 23 40 37
4969 13 7 2 + 13 38 12
4969 13 7 3 + 13 38 12
4970 13 7 34 - 24 0 32
4971 13 6 55 + 28 32 55
4972 13 2 19 + 75 24 17
4973 13 5 32 + 53 41 8
4974 13 5 56 + 53 39 33
4975 13 7 50 - 5 1 3
4976 13 8 37 - 49 30 21
4977 13 6 4 + 55 39 24
4978 13 7 50 + 18 24 58
4979 13 7 43 + 24 48 40
4980 13 9 10 - 28 38 30
4981 13 8 49 - 6 46 39
4982 13 8 46 - 10 35 17
4983 13 8 27 + 28 19 15
4984 13 8 57 - 15 30 57
4985 13 8 12 + 41 40 37
4986 13 8 25 + 35 12 19
4987 13 7 59 + 51 55 46
4988 13 9 54 - 43 6 20
4989 13 9 16 - 5 23 47
4990 13 9 17 - 5 16 21
4991 13 9 15 + 2 20 54
4992 13 9 6 + 11 38 3
4993 13 9 48 - 23 23 2
4994 13 9 48 - 23 23 2
4995 13 9 41 - 7 49 59
4996 13 9 32 + 0 51 27
4997 13 9 52 - 16 30 55
4998 13 8 10 + 50 39 52
4999 13 9 33 + 1 40 21
5000 13 9 48 + 28 54 24
5001 13 9 33 + 53 29 39
5002 13 10 38 + 36 38 3
5003 13 8 38 + 43 44 14
5004 13 11 2 + 29 38 12
5004 13 10 48 + 29 42 33
5004 13 11 2 + 29 34 40
5005 13 10 56 + 37 3 31
5006 13 11 46 - 19 15 41
5007 13 9 14 + 62 10 31
5008 14 10 57 + 25 29 47
5009 13 10 47 + 50 5 35
5010 13 12 26 - 15 47 51
5011 13 12 52 - 43 5 48
5011 13 12 10 - 43 18 29
5011 13 13 12 - 43 14 48
5011 13 13 12 - 43 15 57
5012 13 11 37 + 22 54 53
5012 13 12 42 + 22 49 48
5013 13 12 7 + 3 11 58
5014 13 11 31 + 36 16 54
5015 13 12 23 - 4 20 13
5016 13 12 7 + 24 5 42
5017 13 12 54 - 16 45 56
5018 13 13 1 - 19 31 10
5019 13 12 43 + 4 43 45
5020 13 12 40 + 12 35 59
5021 13 12 6 + 46 11 47
5022 13 13 31 - 19 32 51
5023 13 12 12 + 44 2 14
5024 13 12 55 + 18 10 11
5025 13 12 45 + 31 48 31
5026 13 14 13 - 42 57 41
5027 13 13 21 + 6 3 43
5028 13 13 46 - 13 2 31
5029 13 12 37 + 47 3 48
5030 13 13 54 - 16 29 28
5031 13 14 3 - 16 7 21
5032 13 13 27 + 27 48 4
5032 13 13 27 + 27 48 4
5032 13 13 26 + 27 45 50
5033 13 13 28 + 36 35 36
5034 13 12 19 + 70 38 59
5035 13 14 49 - 16 29 32
5036 13 14 43 - 4 10 41
5037 13 14 59 - 16 35 24
5038 13 15 2 - 15 57 7
5039 13 14 52 - 4 9 29
5040 13 13 33 + 51 15 31
5040 13 13 31 + 51 16 24
5041 13 14 33 + 30 42 19
5042 13 15 31 - 23 59 2
5043 13 16 40 - 60 2 30
5044 13 15 24 - 16 23 4
5045 13 17 5 - 63 24 48
5046 13 15 45 - 16 19 36
5047 13 15 48 - 16 31 6
5048 13 16 8 - 28 24 40
5049 13 15 59 - 16 23 50
5050 13 15 42 + 2 52 45
5051 13 16 20 - 28 17 10
5052 13 15 35 + 29 40 33
5053 13 16 27 + 17 41 55
5054 13 16 58 - 16 38 5
5055 13 15 49 + 42 1 59
5056 13 16 12 + 30 56 58
5057 13 16 28 + 31 1 55
5058 13 16 52 + 12 32 55
5059 13 16 58 + 7 50 41
5060 13 17 16 + 6 2 14
5061 13 18 5 - 26 50 14
5062 13 18 24 - 35 27 32
5062 13 18 19 - 35 26 43
5063 13 18 26 - 35 21 11
5064 13 19 0 - 47 54 35
5065 13 17 31 + 31 5 32
5066 13 18 28 - 10 14 2
5067 13 18 28 - 10 8 40
5068 13 18 55 - 21 2 17
5069 13 18 28 - 10 14 2
5070 13 19 13 - 12 32 23
5071 13 18 37 + 7 56 10
5072 13 19 13 - 12 32 23
5073 13 19 21 - 14 50 47
5074 13 18 26 + 31 28 6
5075 13 19 6 + 7 49 54
5076 13 19 30 - 12 44 26
5077 13 19 32 - 12 39 24
5078 13 19 50 - 27 24 35
5079 13 19 38 - 12 41 59
5080 13 19 19 + 8 25 47
5081 13 19 8 + 28 30 23
5082 13 20 40 - 43 42 1
5083 13 19 3 + 39 35 22
5084 13 20 17 - 21 49 39
5085 13 20 18 - 24 26 25
5086 13 20 59 - 43 43 43
5087 13 20 25 - 20 36 39
5088 13 20 20 - 12 34 20
5089 13 19 39 + 30 15 20
5090 13 21 13 - 43 42 18
5090 13 19 21 - 43 38 59
5090 13 20 18 - 43 51 54
5091 13 21 18 - 43 43 13
5092 13 19 52 + 23 0 0
5093 13 19 38 + 40 23 11
5094 13 20 47 - 14 4 51
5095 13 20 37 - 2 17 21
5096 13 20 9 + 33 5 17
5097 13 20 60 - 12 28 18
5098 13 20 15 + 33 8 36
5098 13 20 18 + 33 8 42
5099 13 21 20 - 13 2 30
5100 13 20 59 + 8 58 39
5100 13 20 60 + 8 58 44
5101 13 21 46 - 27 25 51
5102 13 21 57 - 36 37 54
5103 13 20 30 + 43 5 4
5104 13 21 23 + 0 20 34
5105 13 21 49 - 13 12 26
5106 13 20 59 + 8 58 39
5106 13 20 60 + 8 58 44
5107 13 21 24 + 38 32 18
5108 13 23 19 - 32 20 31
5109 13 20 53 + 57 38 32
5110 13 22 56 - 12 57 51
5111 13 22 56 - 12 57 51
5112 13 21 57 + 38 44 7
5113 13 20 53 + 57 38 32
5114 13 24 2 - 32 20 38
5115 13 23 0 + 13 57 4
5116 13 22 56 + 26 58 53
5117 13 22 56 + 28 18 56
5118 13 23 27 + 6 23 34
5119 13 24 0 - 12 16 34
5120 13 25 40 - 63 27 29
5121 13 24 45 - 37 40 57
5121 13 25 33 - 37 22 41
5122 13 24 15 - 10 39 16
5123 13 23 10 + 43 5 10
5124 13 24 50 - 30 18 29
5125 13 24 1 + 9 42 37
5126 13 24 53 - 30 20 1
5127 13 23 45 + 31 33 55
5128 13 25 29 - 43 0 58
5129 13 24 10 + 13 58 36
5130 13 24 27 - 10 12 37
5131 13 23 57 + 30 59 15
5132 13 24 29 + 14 5 33
5133 13 24 53 - 4 4 55
5134 13 25 19 - 21 8 5
5135 13 25 44 - 29 50 1
5136 13 24 51 + 13 44 17
5137 13 24 53 + 14 4 37
5138 13 27 16 - 59 2 30
5139 13 26 47 - 47 28 51
5140 13 26 22 - 33 52 7
5141 13 24 51 + 36 22 44
5142 13 25 1 + 36 23 59
5143 13 25 1 + 36 26 15
5144 13 22 54 + 70 30 36
5144 13 22 54 + 70 30 53
5145 13 25 14 + 43 16 2
5146 13 26 37 - 12 19 24
5147 13 26 20 + 2 6 1
5148 13 26 39 + 2 18 49
5149 13 26 9 + 35 56 4
5150 13 27 36 - 29 33 45
5151 13 26 41 + 16 52 26
5152 13 27 52 - 29 37 9
5153 13 27 54 - 29 37 4
5154 13 26 29 + 36 0 38
5155 13 28 18 - 63 28 0
5156 13 28 44 - 48 55 0
5157 13 27 17 + 32 1 51
5158 13 27 47 + 17 46 44
5159 13 28 16 + 2 59 1
5160 13 28 22 + 5 59 45
5161 13 29 14 - 33 10 28
5162 13 29 26 + 11 0 28
5163 13 26 54 + 52 45 15
5164 13 27 12 + 55 29 13
5165 13 28 39 + 11 23 15
5166 13 28 15 + 32 1 56
5166 13 28 15 + 32 1 56
5166 13 28 33 + 32 4 9
5167 13 28 40 + 12 42 41
5168 13 31 7 - 60 56 21
5169 13 28 10 + 46 40 20
5170 13 29 49 - 17 57 55
5171 13 29 22 + 11 44 7
5172 13 29 19 + 17 3 6
5173 13 28 25 + 46 35 32
5174 13 29 26 + 11 0 28
5175 13 29 26 + 10 59 44
5176 13 29 25 + 11 46 55
5177 13 29 24 + 11 47 48
5178 13 29 29 + 11 37 30
5179 13 29 31 + 11 44 47
5180 13 29 27 + 16 49 33
5181 13 29 42 + 13 18 16
5182 13 30 42 - 28 9 1
5183 13 30 6 - 1 43 14
5184 13 30 11 - 1 39 49
5185 13 30 2 + 13 24 58
5186 13 30 4 + 12 10 31
5187 13 29 48 + 31 7 48
5188 13 31 28 - 34 47 42
5189 13 33 33 - 65 58 25
5190 13 30 38 + 18 8 4
5191 13 30 47 + 11 12 5
5192 13 30 52 - 1 46 44
5193 13 31 54 - 33 14 5
5193 13 31 49 - 33 14 23
5194 13 29 53 + 47 11 44
5195 13 29 59 + 47 16 3
5196 13 31 20 - 1 36 52
5197 13 31 25 - 1 41 33
5198 13 30 11 + 46 40 15
5199 13 30 43 + 34 49 52
5200 13 31 42 - 0 1 47
5201 13 29 16 + 53 4 54
5202 13 32 1 - 1 41 55
5203 13 32 13 - 8 47 11
5204 13 29 36 + 58 25 6
5205 13 30 3 + 62 30 45
5206 13 33 44 - 48 9 7
5207 13 32 14 + 13 53 29
5208 13 32 28 + 7 19 1
5209 13 32 43 + 7 19 40
5210 13 32 49 + 7 10 12
5211 13 33 5 - 1 2 9
5212 13 32 56 + 7 17 17
5213 13 34 39 + 4 7 51
5214 13 32 47 + 41 51 54
5214 13 32 49 + 41 52 20
5215 13 35 7 - 33 28 52
5215 13 35 10 - 33 29 2
5216 13 34 42 + 61 59 35
5216 13 32 7 + 62 42 3
5217 13 34 6 + 17 51 26
5218 13 32 10 + 62 46 5
5219 13 38 42 - 45 51 17
5220 13 35 57 - 33 27 16
5221 13 34 56 + 13 49 57
5222 13 34 56 + 13 44 28
5222 13 34 58 + 13 44 37
5223 13 34 25 + 34 41 26
5224 13 35 9 + 6 28 54
5225 13 33 20 + 51 29 27
5226 13 35 4 + 13 55 17
5227 13 35 25 + 1 24 38
5228 13 34 35 + 34 46 40
5229 13 34 3 + 47 54 52
5230 13 35 32 + 13 40 31
5231 13 35 48 + 2 59 56
5232 13 36 8 - 8 29 52
5233 13 35 13 + 34 40 38
5234 13 37 30 - 49 50 14
5235 13 36 1 + 6 35 6
5236 13 37 0 - 29 52 2
5237 13 37 39 - 42 50 52
5238 13 34 43 + 51 36 50
5238 13 34 44 + 51 36 34
5239 13 36 26 + 7 22 11
5240 13 35 55 + 35 35 18
5241 13 36 40 - 8 24 6
5242 13 37 7 + 2 46 14
5243 13 36 15 + 38 20 36
5244 13 38 42 - 45 51 17
5245 13 37 23 + 3 53 53
5246 13 37 29 + 4 6 16
5247 13 38 3 - 17 53 5
5248 13 37 32 + 8 53 10
5249 13 37 38 + 15 58 20
5250 13 36 7 + 51 14 11
5251 13 37 25 + 27 25 9
5252 13 38 16 + 4 32 33
5253 13 39 56 - 31 38 30
5254 13 39 38 - 11 29 39
5255 13 37 18 + 57 6 35
5256 13 38 17 + 48 16 39
5257 13 39 53 + 0 50 25
5258 13 39 58 + 0 49 54
5259 13 39 25 + 30 59 28
5259 13 39 23 + 30 59 33
5260 13 40 20 - 23 51 30
5261 13 40 16 + 5 4 37
5262 13 35 39 + 75 2 24
5263 13 39 56 + 28 23 59
5264 13 41 37 - 29 54 43
5265 13 40 9 + 36 51 41
5266 13 43 2 - 48 10 9
5266 13 40 37 - 48 20 32
5267 13 40 40 + 38 47 40
5268 13 42 12 - 13 51 37
5269 13 44 44 - 62 54 54
5270 13 42 11 + 4 15 45
5271 13 41 42 + 30 7 31
5272 13 42 11 + 28 22 34
5273 13 42 8 + 35 39 14
5274 13 42 23 + 29 50 52
5275 13 42 24 + 29 49 31
5276 13 42 22 + 35 37 27
5277 13 42 38 + 29 57 15
5278 13 41 40 + 55 40 14
5279 13 41 44 + 55 40 24
5280 13 42 56 + 29 52 9
5281 13 46 37 - 62 54 34
5282 13 43 25 + 30 4 12
5283 13 41 6 + 67 40 23
5284 13 47 6 - 59 13 39
5285 13 44 26 + 2 6 38
5286 13 46 27 - 51 22 22
5287 13 44 53 + 29 46 15
5288 13 48 46 - 64 41 11
5289 13 45 9 + 41 30 13
5290 13 45 19 + 41 42 47
5291 13 47 24 - 30 24 19
5291 13 47 23 - 30 25 2
5292 13 47 40 - 30 56 22
5293 13 46 53 + 16 16 22
5294 13 45 18 + 55 17 25
5295 13 38 39 + 79 27 34
5296 13 46 19 + 43 51 6
5297 13 46 23 + 43 52 21
5298 13 48 36 - 30 25 45
5299 13 50 48 - 60 24 0
5300 13 48 16 + 3 57 2
5301 13 46 24 + 46 6 27
5302 13 48 50 - 30 30 43
5303 13 47 45 + 38 18 16
5303 13 47 45 + 38 18 16
5303 13 47 45 + 38 15 34
5304 13 50 1 - 30 34 43
5305 13 47 56 + 37 49 34
5306 13 49 11 - 7 13 24
5307 13 51 3 - 51 12 19
5308 13 47 0 + 60 58 22
5309 13 49 55 - 15 46 18
5310 13 49 48 + 0 4 10
5311 13 48 56 + 39 59 11
5312 13 49 51 + 33 37 20
5313 13 49 44 + 39 59 7
5314 13 46 11 + 70 20 23
5315 13 53 57 - 66 30 48
5316 13 54 0 - 61 51 0
5317 13 56 12 + 5 0 56
5318 13 50 36 + 33 42 19
5319 13 50 41 + 33 45 42
5320 13 50 20 + 41 21 58
5321 13 50 44 + 33 37 59
5322 13 49 15 + 60 11 25
5323 13 45 36 + 76 49 42
5324 13 52 6 - 6 3 29
5325 13 50 54 + 38 16 29
5325 13 50 54 + 38 16 29
5325 13 50 53 + 38 14 25
5326 13 50 51 + 39 34 31
5327 13 52 4 - 2 12 23
5328 13 52 53 - 28 29 21
5329 13 52 10 + 2 19 32
5330 13 52 59 - 28 28 14
5331 13 52 16 + 2 6 30
5331 13 52 16 + 2 6 4
5332 13 52 8 + 16 58 11
5333 13 54 24 - 48 30 46
5334 13 52 55 - 1 6 49
5335 13 52 57 + 2 48 53
5336 13 52 10 + 43 14 35
5337 13 52 23 + 39 41 17
5338 13 53 27 + 5 12 28
5339 13 54 0 - 7 55 50
5340 13 48 60 + 72 39 16
5341 13 52 32 + 37 49 1
5342 13 51 26 + 59 51 50
5343 13 54 12 - 7 35 18
5344 13 50 12 + 73 57 12
5345 13 54 14 - 1 26 9
5346 13 53 2 + 39 34 51
5347 13 53 18 + 33 29 27
5348 13 54 11 + 5 13 38
5349 13 53 13 + 37 52 59
5350 13 53 22 + 40 21 50
5351 13 53 28 + 37 54 54
5352 13 53 38 + 36 8 3
5353 13 53 27 + 40 16 59
5354 13 53 27 + 40 18 11
5355 13 53 46 + 40 20 20
5356 13 54 58 + 5 20 0
5357 13 55 59 - 30 20 30
5358 13 54 0 + 40 16 40
5359 13 59 48 - 70 24 0
5360 13 55 38 + 4 59 0
5361 13 54 35 + 38 26 58
5362 13 54 53 + 41 18 49
5363 13 56 7 + 5 15 14
5364 13 56 12 + 5 0 56
5365 13 57 51 - 43 55 55
5365 13 56 39 - 44 0 34
5365 13 58 40 - 43 57 51
5366 13 56 25 - 0 14 51
5367 13 57 44 - 39 58 42
5368 13 54 29 + 54 19 51
5369 13 56 38 - 5 28 11
5370 13 54 9 + 60 40 43
5371 13 55 40 + 40 27 44
5372 13 54 46 + 58 40 1
5373 13 57 7 + 5 15 9
5374 13 57 30 + 6 5 49
5375 13 56 56 + 29 9 51
5376 13 55 16 + 59 30 25
5377 13 56 17 + 47 14 8
5378 13 56 51 + 37 47 50
5379 13 55 34 + 59 44 36
5380 13 56 57 + 37 36 37
5381 14 0 42 - 59 33 0
5382 13 58 15 + 6 15 29
5383 13 57 5 + 41 50 46
5384 13 58 13 + 6 31 5
5385 13 52 32 + 76 9 48
5386 13 58 22 + 6 20 19
5387 13 58 25 + 6 4 14
5388 13 58 58 - 14 9 3
5389 13 56 6 + 59 44 30
5390 13 55 40 + 40 27 44
5391 13 57 37 + 46 19 26
5392 13 59 25 - 3 12 32
5393 14 0 32 - 28 52 30
5394 13 58 34 + 37 27 13
5395 13 58 38 + 37 25 31
5396 13 56 56 + 29 9 51
5397 14 1 11 - 33 56 44
5398 14 1 22 - 33 3 47
5399 13 59 31 + 34 46 24
5400 14 0 37 - 2 51 27
5401 13 59 44 + 36 14 17
5402 13 58 17 + 59 48 52
5403 13 59 51 + 38 10 55
5404 14 1 8 + 0 5 10
5405 14 1 10 + 7 42 7
5406 14 0 20 + 38 54 55
5407 14 0 50 + 39 9 24
5408 14 3 21 - 41 22 43
5408 14 3 18 - 41 23 13
5409 14 1 46 + 9 29 26
5410 14 0 55 + 40 59 17
5411 14 1 59 + 8 56 16
5412 13 57 13 + 73 37 2
5413 13 57 54 + 64 54 41
5414 14 2 4 + 9 55 46
5415 13 56 57 + 70 45 18
5416 14 2 11 + 9 26 24
5417 14 2 13 + 8 2 12
5418 14 2 18 + 7 41 2
5419 14 3 39 - 33 58 42
5420 14 3 60 - 14 37 2
5421 14 1 41 + 33 49 36
5421 14 1 42 + 33 49 19
5422 14 0 42 + 55 9 53
5423 14 2 49 + 9 20 31
5424 14 2 56 + 9 25 16
5425 14 0 48 + 48 26 35
5426 14 3 25 - 6 4 8
5427 14 3 26 - 6 1 51
5428 14 3 28 - 5 59 2
5429 14 3 33 - 6 2 16
5430 14 0 46 + 59 19 44
5431 14 3 7 + 9 21 47
5432 14 3 41 - 5 58 28
5433 14 2 36 + 32 30 37
5434 14 3 23 + 9 26 52
5434 14 3 23 + 9 26 52
5434 14 3 27 + 9 28 2
5435 14 4 0 - 5 55 50
5436 14 3 41 + 9 34 26
5437 14 3 47 + 9 31 25
5438 14 3 48 + 9 36 40
5439 14 1 58 + 46 18 41
5440 14 3 1 + 34 45 24
5441 14 3 12 + 34 41 4
5442 14 4 43 - 9 42 46
5443 14 2 12 + 55 48 52
5444 14 3 24 + 35 7 57
5445 14 3 31 + 35 1 29
5446 14 3 48 + 9 36 40
5447 14 2 29 + 54 16 21
5448 14 2 50 + 49 10 21
5449 14 2 28 + 54 19 53
5450 14 2 29 + 54 16 21
5451 14 2 37 + 54 21 49
5452 13 54 24 + 78 13 14
5453 14 2 57 + 54 18 31
5454 14 4 46 + 14 22 55
5455 14 3 1 + 54 14 27
5456 14 4 59 + 11 52 18
5457 14 3 12 + 54 20 58
5458 14 3 12 + 54 17 56
5459 14 5 0 + 13 7 57
5460 14 7 36 - 48 18 0
5461 14 3 42 + 54 19 5
5462 14 3 53 + 54 22 2
5463 14 6 11 + 9 21 11
5463 14 6 11 + 9 21 11
5463 14 6 13 + 9 21 42
5464 14 7 4 - 30 1 2
5465 14 6 27 - 5 30 24
5466 14 5 27 + 28 32 6
5467 14 6 29 - 5 28 54
5468 14 6 35 - 5 27 11
5469 14 12 30 + 8 38 52
5470 14 6 32 + 6 1 45
5471 14 4 29 + 54 23 51
5472 14 6 55 - 5 27 36
5473 14 4 44 + 54 53 36
5474 14 5 1 + 53 39 46
5475 14 5 12 + 55 44 32
5476 14 8 8 - 6 5 32
5477 14 5 33 + 54 27 39
5478 14 8 9 - 1 42 8
5479 14 5 57 + 65 41 28
5480 14 6 22 + 50 43 30
5481 14 6 41 + 50 43 25
5482 14 8 31 + 8 55 53
5483 14 10 25 - 43 19 30
5484 14 6 48 + 55 1 49
5485 14 7 11 + 55 0 5
5486 14 7 25 + 55 6 11
5487 14 9 44 + 8 4 10
5488 14 8 3 - 33 18 53
5489 14 12 1 - 46 5 20
5490 14 9 57 + 17 32 44
5490 14 9 57 + 17 32 44
5490 14 10 4 + 17 33 6
5490 14 10 7 + 17 36 56
5491 14 10 57 + 6 21 54
5491 14 10 58 + 6 22 20
5492 14 10 35 + 19 36 43
5493 14 11 29 - 5 2 38
5494 14 12 24 - 30 38 41
5495 14 12 24 - 27 6 28
5496 14 11 38 - 1 9 30
5497 14 10 32 + 38 53 38
5498 14 11 4 + 25 41 52
5499 14 10 48 + 35 54 49
5500 14 10 15 + 48 32 48
5501 14 12 20 + 1 16 22
5502 14 9 34 + 60 24 36
5503 14 9 34 + 60 24 36
5504 14 12 16 + 15 50 29
5504 14 12 16 + 15 50 29
5504 14 12 13 + 15 52 8
5504 14 12 16 + 15 52 47
5505 14 12 32 + 13 18 17
5506 14 13 15 - 3 12 25
5507 14 13 20 - 3 8 54
5508 14 12 29 + 24 38 8
5509 14 12 40 + 20 23 18
5510 14 13 37 - 17 59 3
5511 14 13 5 + 8 37 56
5511 14 13 8 + 8 37 8
5511 14 13 5 + 8 37 56
5512 14 12 41 + 30 51 20
5513 14 13 9 + 20 24 56
5514 14 13 39 + 7 39 28
5514 14 13 39 + 7 39 36
5515 14 12 38 + 39 18 36
5516 14 15 55 - 48 6 53
5517 14 12 51 + 35 42 40
5518 14 13 48 + 20 50 56
5519 14 14 21 + 7 30 56
5520 14 12 23 + 50 20 55
5521 14 15 24 + 4 24 31
5522 14 14 50 + 15 8 48
5523 14 14 51 + 25 19 6
5524 14 13 49 + 36 22 53
